skill_id,skill_name,skill_category,skill_type,reuse_level,esco_skill_id,source,description
channel-marketing,channel marketing,domain,knowledge,cross-sector,key_9750,esco,"The strategies and practices, including channel sales, that involve distributing products directly and indirectly through partners in order to bring the products to the end consumer."
characteristics-of-products,characteristics of products,domain,knowledge,sector-specific,key_2413,esco,"The tangible characteristics of a product such as its materials, properties and functions, as well as its different applications, features, use and support requirements."
characteristics-of-services,characteristics of services,domain,knowledge,sector-specific,key_14877,esco,"The characteristics of a service that might include having acquired information about its application, function, features, use and support requirements."
check-system-parameters-against-reference-values,check system parameters against reference values,technical,skill/competence,cross-sector,key_11051,esco,Make sure that the measurable factors which define the operation of a system correspond to the predetermined norms.
chef-tools-for-software-configuration-management,Chef (tools for software configuration management),technical,knowledge,sector-specific,key_5283,esco,"The tool Chef is a software program which performs infrastructure configuration identification, control and automation aiming to ease the applications deployment."
circuit-diagrams,circuit diagrams,technical,knowledge,sector-specific,key_1383,esco,"Read and comprehend circuit diagrams showing the connections between the devices, such as power and signal connections."
cisco,Cisco,technical,knowledge,sector-specific,key_7452,esco,The products available from the network equipment provider Cisco and methods for selecting and procuring the equipment.
cloud-monitoring-and-reporting,cloud monitoring and reporting,technical,knowledge,sector-specific,key_9097,esco,"The metrics and alarms utilizing cloud monitoring services, in particular performance and availability metrics."
cloud-security-and-compliance,cloud security and compliance,technical,knowledge,sector-specific,key_2773,esco,"Cloud security and compliance concepts, including shared responsibility model, cloud access management capabilities, and resources for security support."
cloud-technologies,cloud technologies,technical,knowledge,sector-specific,key_11497,esco,"The technologies which enable access to hardware, software, data and services through remote servers and software networks irrespective of their location and architecture."
